time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,school_type,FSM_eligible,Gender,NCyearActual,Absence_band,TotalPupils
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct30_OARate,1
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct35_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct5_OARate,14
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct50plus_OARate,16
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,10,pct25_OARate,140
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct25_OARate,188
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct35_OARate,2
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct40_OARate,1
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,4,pct45_OARate,1
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,5,pct40_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct15_OARate,10
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct25_OARate,4
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct40_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct5_OARate,21
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct50plus_OARate,24
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct20_OARate,20
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct35_OARate,10
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct50plus_OARate,54
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,9,pct30_OARate,86
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,10,pct35_OARate,215
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,10,pct5_OARate,397
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,11,pct15_OARate,404
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,11,pct35_OARate,255
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,11,pct45_OARate,246
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,11,pct50plus_OARate,1591
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,2,pct5_OARate,123
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,3,pct20_OARate,17
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,3,pct30_OARate,7
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,3,pct35_OARate,9
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,5,pct15_OARate,50
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,5,pct20_OARate,40
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,5,pct50plus_OARate,61
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,6,pct20_OARate,31
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,6,pct5_OARate,139
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,7,pct15_OARate,70
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,8,pct30_OARate,110
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,9,pct25_OARate,202
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,1,pct45_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct20_OARate,60
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct35_OARate,60
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct5_OARate,49
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct50plus_OARate,300
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,11,pct15_OARate,96
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,11,pct30_OARate,84
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,11,pct45_OARate,61
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct30_OARate,1
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct35_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,3,pct15_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,3,pct5_OARate,14
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct50plus_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct10_OARate,9
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct20_OARate,4
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct35_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,6,pct45_OARate,0
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,8,pct15_OARate,29
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,8,pct35_OARate,27
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct40_OARate,3
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,10,pct30_OARate,115
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,2,pct30_OARate,5
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,3,pct30_OARate,9
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,4,pct50plus_OARate,34
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,5,pct10_OARate,85
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,5,pct50_OARate,7
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,6,pct40_OARate,9
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,6,pct50_OARate,8
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,7,pct40_OARate,21
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,7,pct50_OARate,13
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,8,pct30_OARate,59
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,9,pct15_OARate,142
Academic year,201718,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,9,pct20_OARate,141
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct10_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct20_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct30_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct45_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,10,pct25_OARate,139
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct5_OARate,342
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct50_OARate,110
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct50plus_OARate,897
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct35_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct5_OARate,29
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct15_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,4,pct50_OARate,0
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,5,pct50_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct20_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct35_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct5_OARate,24
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct10_OARate,12
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct15_OARate,11
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct30_OARate,8
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct45_OARate,2
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,7,pct5_OARate,43
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,8,pct40_OARate,27
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,8,pct5_OARate,75
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,10,pct30_OARate,205
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,10,pct35_OARate,226
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,11,pct20_OARate,353
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,2,pct15_OARate,28
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,2,pct35_OARate,2
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,3,pct20_OARate,18
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,3,pct35_OARate,8
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,3,pct45_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,4,pct25_OARate,10
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,4,pct40_OARate,4
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,5,pct10_OARate,88
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,6,pct10_OARate,73
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,6,pct15_OARate,56
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,6,pct45_OARate,6
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,8,pct15_OARate,147
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,8,pct20_OARate,113
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,8,pct50plus_OARate,337
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,9,pct35_OARate,143
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,9,pct50_OARate,92
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,1,pct45_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,1,pct50_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct10_OARate,66
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct20_OARate,83
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,11,pct15_OARate,101
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct10_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct45_OARate,0
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct5_OARate,14
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,3,pct20_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,3,pct5_OARate,18
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct20_OARate,2
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct30_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct40_OARate,0
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct10_OARate,13
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct15_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct30_OARate,1
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct45_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,7,pct25_OARate,3
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,7,pct45_OARate,4
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,8,pct20_OARate,23
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,8,pct30_OARate,17
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,8,pct35_OARate,25
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,8,pct45_OARate,23
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,9,pct15_OARate,47
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,9,pct20_OARate,60
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,9,pct5_OARate,46
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,9,pct50plus_OARate,227
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct20_OARate,7
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct35_OARate,2
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct50plus_OARate,6
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,10,pct25_OARate,119
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,10,pct40_OARate,109
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,10,pct50_OARate,89
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,11,pct10_OARate,152
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,11,pct50_OARate,104
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,2,pct45_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,3,pct10_OARate,57
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,3,pct40_OARate,5
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,4,pct15_OARate,49
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,4,pct20_OARate,34
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,4,pct45_OARate,8
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,6,pct40_OARate,16
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,8,pct25_OARate,83
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,8,pct45_OARate,58
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,9,pct30_OARate,118
Academic year,201819,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,9,pct35_OARate,80
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,1,pct45_OARate,0
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,10,pct15_OARate,95
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,10,pct35_OARate,78
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct15_OARate,109
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct5_OARate,262
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct50plus_OARate,795
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct10_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct20_OARate,0
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct50plus_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct10_OARate,8
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct15_OARate,3
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct30_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct45_OARate,0
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct5_OARate,24
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,4,pct40_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,4,pct5_OARate,9
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,5,pct20_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,5,pct30_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,5,pct5_OARate,21
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct10_OARate,7
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,6,pct45_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,8,pct45_OARate,19
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,9,pct25_OARate,52
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,1,pct25_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,1,pct40_OARate,0
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,1,pct50_OARate,3
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,10,pct10_OARate,197
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,2,pct10_OARate,21
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,4,pct15_OARate,17
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,4,pct20_OARate,26
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,4,pct50plus_OARate,27
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,6,pct25_OARate,26
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,6,pct50_OARate,6
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,7,pct50plus_OARate,55
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,8,pct10_OARate,100
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,8,pct45_OARate,30
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,9,pct20_OARate,113
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,9,pct30_OARate,89
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,M,9,pct35_OARate,100
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct40_OARate,82
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,10,pct50_OARate,68
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,11,pct50_OARate,84
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct10_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct25_OARate,3
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,2,pct45_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,3,pct25_OARate,0
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,3,pct45_OARate,0
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct20_OARate,4
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct30_OARate,3
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct35_OARate,3
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,4,pct45_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,5,pct25_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,6,pct40_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,6,pct50_OARate,2
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,6,pct50plus_OARate,10
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,7,pct50plus_OARate,17
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,9,pct45_OARate,31
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,F,9,pct50plus_OARate,259
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct15_OARate,6
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct20_OARate,7
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct35_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,1,pct50plus_OARate,11
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,10,pct35_OARate,122
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,10,pct50plus_OARate,844
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,11,pct25_OARate,126
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,11,pct35_OARate,158
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,11,pct40_OARate,150
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,2,pct40_OARate,0
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,2,pct5_OARate,58
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,2,pct50_OARate,1
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,4,pct25_OARate,17
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,4,pct45_OARate,4
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,5,pct15_OARate,50
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,5,pct35_OARate,16
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,5,pct50plus_OARate,44
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,6,pct15_OARate,49
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,6,pct35_OARate,23
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,7,pct15_OARate,39
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,7,pct45_OARate,21
Academic year,202021,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM eligible,M,7,pct50plus_OARate,91
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,10,pct20_OARate,120
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,10,pct45_OARate,83
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct15_OARate,129
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,11,pct5_OARate,205
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct15_OARate,7
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct20_OARate,3
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,2,pct30_OARate,0
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct15_OARate,7
Academic year,202122,National,E92000001,England,NA,NULL,NA,NULL,Other,FSM Not eligible,F,3,pct30_OARate,2
